Model,Params,Epoch,TrainLoss,ValLoss,P,R,Acc,F1,FPR,FNR
EDRN_MHA_U256_D16,5938177,46,2.747119741395811e-06,0,0.9758064516129032,0.9736923553079542,0.9750916870415648,0.9747482571649884,0.023543616057953517,0.026307644692045808
EDRN_MHA_U256_D16,5938177,47,2.845786691698147e-06,0,0.9758064516129032,0.9736923553079542,0.9750916870415648,0.9747482571649884,0.023543616057953517,0.026307644692045808
EDRN_MHA_U256_D16,5938177,48,2.7572891121088524e-06,0,0.9758064516129032,0.9736923553079542,0.9750916870415648,0.9747482571649884,0.023543616057953517,0.026307644692045808
EDRN_MHA_U256_D16,5938177,49,2.6843342990463707e-06,0,0.9758064516129032,0.9736923553079542,0.9750916870415648,0.9747482571649884,0.023543616057953517,0.026307644692045808
EDRN_MHA_U256_D16,5938177,50,2.6775186899094742e-06,0,0.9758064516129032,0.9736923553079542,0.9750916870415648,0.9747482571649884,0.023543616057953517,0.026307644692045808
PLSTM_Base,2784257,1,0.6921958269981238,0,0.6988235294117647,0.09192200557103064,0.5320904645476773,0.162472647702407,0.03863567763356474,0.9080779944289693
PLSTM_Base,2784257,2,0.6903758828456585,0,0.6725043782837128,0.11884865366759517,0.5363691931540342,0.20199894792214623,0.056444310292785994,0.8811513463324049
PLSTM_Base,2784257,3,0.683969653569735,0,0.6616314199395771,0.13556174558960074,0.5389669926650367,0.22501926534806063,0.0676124358587383,0.8644382544103992
PLSTM_Base,2784257,4,0.6828736238754712,0,0.670958512160229,0.14515629835964097,0.5427872860635696,0.238676844783715,0.06942348324781165,0.854843701640359
PLSTM_Base,2784257,5,0.6821556652967746,0,0.49748427672955975,0.9792633859486227,0.5013753056234719,0.6597852153060161,0.9646845759130698,0.02073661405137728
PLSTM_Base,2784257,6,0.6750340083470712,0,0.95,0.02940266171463943,0.5200183374083129,0.057039927949564695,0.001509206157561123,0.9705973382853605
PLSTM_Base,2784257,7,0.6748392100517566,0,0.7941579187585578,0.5385329619312906,0.703239608801956,0.6418295831796386,0.13613039541201327,0.46146703806870937
PLSTM_Base,2784257,8,0.6758805685318433,0,0.7404129793510325,0.07768492726709997,0.5311735941320294,0.14061624649859944,0.026562028373075763,0.9223150727329
PLSTM_Base,2784257,9,0.688302239546409,0,0.7124183006535948,0.10120705663881151,0.5360635696821516,0.1772357723577236,0.03984304255961364,0.8987929433611885
PLSTM_Base,2784257,10,0.6737319666605729,0,0.614206981016534,0.9312906220984215,0.6772616136919315,0.7402214022140221,0.5704799275581044,0.06870937790157845
PLSTM_Base,2784257,11,0.686898988026839,0,0.7873134328358209,0.06530485917672547,0.5297982885085575,0.12060588739639898,0.017204950196196802,0.9346951408232745
PLSTM_Base,2784257,12,0.682187306193205,0,0.7219917012448133,0.10770659238625813,0.5389669926650367,0.18744950175060598,0.040446725022638096,0.8922934076137419
PLSTM_Base,2784257,13,0.6462489572855142,0,0.968503937007874,0.11420612813370473,0.5608190709046454,0.20431893687707642,0.003622094778146695,0.8857938718662952
PLSTM_Base,2784257,14,0.5925409805316192,0,0.8019635343618513,0.8848653667595172,0.8352689486552567,0.8413772807533844,0.21309990944763055,0.11513463324048283
PLSTM_Base,2784257,15,0.3052777662300147,0,0.8693467336683417,0.9637883008356546,0.9106051344743277,0.9141347424042272,0.1412616963477211,0.036211699164345405
PLSTM_Base,2784257,16,0.2348824440000149,0,0.9520075282308658,0.939337666357165,0.9466687041564792,0.945630160461131,0.04618170842137036,0.060662333642835034
PLSTM_Base,2784257,17,0.09860447822855069,0,0.9596875,0.950479727638502,0.9558374083129584,0.9550614212408646,0.03893751886507697,0.04952027236149799
PLSTM_Base,2784257,18,0.06187100583114303,0,0.9444277560829077,0.9730733519034355,0.9584352078239609,0.9585365853658536,0.05584062782976155,0.02692664809656453
PLSTM_Base,2784257,19,0.042589556300439514,0,0.9736507936507937,0.9492417208294646,0.9622555012224939,0.9612913336467638,0.02505282221551464,0.050758279170535436
PLSTM_Base,2784257,20,0.03140462294686586,0,0.9596206791067605,0.97090683998762,0.9654645476772616,0.9652307692307692,0.03984304255961364,0.02909316001238007
PLSTM_Base,2784257,21,0.02103689667553856,0,0.9707073854783421,0.964097802537914,0.9679095354523227,0.967391304347826,0.02837307576214911,0.03590219746208604
PLSTM_Base,2784257,22,0.015759206959046423,0,0.9420677361853832,0.9814298978644382,0.9610330073349633,0.9613460663938154,0.058859040144883794,0.018570102135561744
PLSTM_Base,2784257,23,0.01663575178155532,0,0.9701027717222049,0.964097802537914,0.96760391198044,0.9670909655386526,0.02897675822517356,0.03590219746208604
