ModelType,U,D,epoch,train_loss,val_loss,precision,recall,accuracy,f1,fpr,fnr
EDRN,32,4,15,0.0048292949851691,0.137390979207479,0.9613496932515336,0.9699783348808418,0.9659229828850856,0.9656447388692035,0.0380319951705402,0.0300216651191581
EDRN,32,4,16,0.00338855334177,0.1519233332230494,0.968430826369545,0.968430826369545,0.9688264058679706,0.968430826369545,0.0307878056142469,0.0315691736304549
EDRN,32,4,17,0.0023471983451879,0.19418488156337,0.944345238095238,0.9820489012689568,0.9625611246943764,0.9628280989227734,0.0564443102927859,0.017951098731043
EDRN,32,4,18,0.0026213838763606,0.1479063756190813,0.9722655032720474,0.9656453110492108,0.969437652811736,0.968944099378882,0.0268638696045879,0.0343546889507892
EDRN,32,4,19,0.0014313444904613,0.1660594510344358,0.9638036809815952,0.9724543484989168,0.9683679706601468,0.9681096903404716,0.0356172653184425,0.0275456515010832
EDRN,32,4,20,0.0010135596270139,0.1791922318247648,0.9652307692307692,0.97090683998762,0.9683679706601468,0.9680604844931338,0.0341080591608813,0.02909316001238
EDRN,32,4,21,0.0021498123831126,0.1598884027737837,0.963508126341613,0.9724543484989168,0.9682151589242054,0.9679605668515096,0.0359191065499547,0.0275456515010832
EDRN,32,4,22,0.0007664334284177,0.1572966982538883,0.9730745147150908,0.9619312906220984,0.968062347188264,0.9674708171206226,0.0259583459100513,0.0380687093779015
EDRN,32,4,23,0.0006648214405056,0.18379735488158,0.9552734965246298,0.9783348808418446,0.966687041564792,0.9666666666666668,0.0446725022638092,0.0216651191581553
EDRN,32,4,24,0.0004297067006728,0.1668263914493414,0.9673242909987668,0.9712163416898792,0.9695904645476772,0.9692664092664092,0.0319951705402958,0.0287836583101207
EDRN,32,4,25,0.000422578700916,0.1802889842253465,0.9746081504702194,0.9622407923243578,0.968979217603912,0.9683849867621864,0.0244491397524901,0.0377592076756422
EDRN,32,4,26,0.0004273478866007,0.1892474362483391,0.9624083129584352,0.9746208604147324,0.9686735941320294,0.9684760879594032,0.0371264714760036,0.0253791395852677
EDRN,32,4,27,0.0002615156889497,0.1793050525280145,0.9708346261247284,0.968430826369545,0.9700488997555012,0.9696312364425164,0.0283730757621491,0.0315691736304549
EDRN,32,4,28,0.0001888276017937,0.1766506765897457,0.9690114657576696,0.9678118229650264,0.9688264058679706,0.9684112728398884,0.0301841231512224,0.0321881770349736
EDRN,32,4,29,0.0001312391737323,0.1691100872479952,0.972291407222914,0.9665738161559888,0.96989608801956,0.9694241812820116,0.0268638696045879,0.0334261838440111
EDRN,32,4,30,4.257617818508991e-05,0.1918324942772205,0.964658881376767,0.9715258433921388,0.9683679706601468,0.9680801850424056,0.0347117416239058,0.0284741566078613
EDRN,32,4,31,5.391973791819719e-05,0.1849424071036852,0.9684503557067738,0.9690498297740636,0.9691320293398532,0.96875,0.0307878056142469,0.0309501702259362
EDRN,32,4,32,2.9063985716850137e-05,0.1901478950793926,0.966451215758695,0.971835345094398,0.969437652811736,0.9691358024691358,0.0329006942348324,0.0281646549056019
EDRN,32,4,33,2.0928476715198485e-05,0.1898681572996653,0.9678416821273964,0.9687403280718044,0.9686735941320294,0.9682907965970612,0.0313914880772713,0.0312596719281956
EDRN,32,4,34,1.946948775464709e-05,0.1924564465880394,0.9675925925925926,0.9702878365831012,0.9692848410757946,0.9689383402874364,0.0316933293087835,0.0297121634168987
EDRN,32,4,35,1.601017699543333e-05,0.1935979511875372,0.9661434287473069,0.9715258433921388,0.9691320293398532,0.9688271604938272,0.0332025354663447,0.0284741566078613
EDRN,32,4,36,1.4398548378616955e-05,0.1947947362294564,0.9669956816779766,0.9702878365831012,0.968979217603912,0.9686389618414954,0.032297011771808,0.0297121634168987
EDRN,32,4,37,1.4708726439494058e-05,0.1948090659884306,0.9681804139635464,0.9699783348808418,0.969437652811736,0.969078540507112,0.0310896468457591,0.0300216651191581
EDRN,32,4,38,1.3340149306574089e-05,0.1957046435429499,0.9663891458526056,0.9699783348808418,0.968520782396088,0.9681804139635464,0.0329006942348324,0.0300216651191581
EDRN,32,4,39,1.247714404738732e-05,0.1968088339154537,0.9660912453760788,0.9699783348808418,0.9683679706601468,0.968030888030888,0.0332025354663447,0.0300216651191581
EDRN,32,4,40,1.266940720457709e-05,0.1999553837455236,0.9652307692307692,0.97090683998762,0.9683679706601468,0.9680604844931338,0.0341080591608813,0.02909316001238
EDRN,32,4,41,3.434515663841991e-05,0.1986222358850332,0.9661016949152542,0.9702878365831012,0.968520782396088,0.968190240889438,0.0332025354663447,0.0297121634168987
EDRN,32,4,42,1.4064492225210975e-05,0.1958025659506137,0.9666975023126736,0.9702878365831012,0.9688264058679706,0.968489341983318,0.0325988530033202,0.0297121634168987
EDRN,32,4,43,1.2347061818637974e-05,0.1965044977573248,0.9669753086419752,0.9696688331785824,0.9686735941320294,0.9683201978055942,0.032297011771808,0.0303311668214175
EDRN,32,4,44,1.04425408923047e-05,0.1971633766706173,0.9672738499536894,0.9696688331785824,0.9688264058679706,0.9684698608964452,0.0319951705402958,0.0303311668214175
EDRN,32,4,45,1.1273764816730993e-05,0.1977441161870956,0.9669753086419752,0.9696688331785824,0.9686735941320294,0.9683201978055942,0.032297011771808,0.0303311668214175
EDRN,32,4,46,9.633630900050495e-06,0.1982683837413787,0.9669753086419752,0.9696688331785824,0.9686735941320294,0.9683201978055942,0.032297011771808,0.0303311668214175
EDRN,32,4,47,9.333312671235317e-06,0.1984503349432578,0.9669753086419752,0.9696688331785824,0.9686735941320294,0.9683201978055942,0.032297011771808,0.0303311668214175
EDRN,32,4,48,9.47735798298219e-06,0.1985366367376767,0.966676951558161,0.9696688331785824,0.968520782396088,0.9681705809641532,0.0325988530033202,0.0303311668214175
EDRN,32,4,49,9.220957503194208e-06,0.1985707168395702,0.9663787785317706,0.9696688331785824,0.9683679706601468,0.9680210103506874,0.0329006942348324,0.0303311668214175
EDRN,32,4,50,9.541215009588856e-06,0.1985745028807566,0.9663787785317706,0.9696688331785824,0.9683679706601468,0.9680210103506874,0.0329006942348324,0.0303311668214175
EDRN,32,8,1,0.6899245690840942,0.6872654603077815,0.6246973365617433,0.159702878365831,0.5377444987775061,0.2543751540547202,0.0935707817687896,0.840297121634169
EDRN,32,8,2,0.684844984458043,0.6814934198672955,0.5647545830869308,0.2955741256576911,0.5397310513447433,0.3880536367330353,0.2221551463929972,0.7044258743423089
EDRN,32,8,3,0.6733479419579873,0.6609894862541785,0.5904595695171612,0.6282884555865057,0.6013141809290954,0.6087869245763983,0.4249924539692122,0.3717115444134943
EDRN,32,8,4,0.5804045171691821,0.4137952144329364,0.8387638562311052,0.7728257505416279,0.8144865525672371,0.8044458762886598,0.1448837911258678,0.227174249458372
EDRN,32,8,5,0.3134671506973413,0.253245839705834,0.901168298073887,0.8833178582482204,0.894559902200489,0.8921537980618943,0.0944763054633262,0.1166821417517796
EDRN,32,8,6,0.1965549990821343,0.1941940807379209,0.955339153794493,0.8805323429278861,0.9206907090464548,0.916411660492833,0.0401448837911258,0.1194676570721139
EDRN,32,8,7,0.1357167218453609,0.1506317670528705,0.9608667529107374,0.9195295574125658,0.9417787286063568,0.9397437925035584,0.0365227890129791,0.0804704425874342
EDRN,32,8,8,0.1021306132181332,0.1603454185219911,0.9151708164447018,0.9783348808418446,0.9445293398533008,0.9456993268511592,0.0884394808330818,0.0216651191581553
EDRN,32,8,9,0.0748415799596561,0.1157888282950107,0.9547692307692308,0.9603837821108016,0.9579767726161368,0.95756827650054,0.044370661032297,0.0396162178891983
EDRN,32,8,10,0.0480251204795562,0.1349010530572671,0.935722748815166,0.977715877437326,0.9558374083129584,0.9562585136975936,0.0654995472381527,0.022284122562674
EDRN,32,8,11,0.0353593258724476,0.1220166860864712,0.953234133009414,0.9715258433921388,0.9624083129584352,0.9622930717351318,0.0464835496528825,0.0284741566078613
EDRN,32,8,12,0.021164758507019,0.1203500531040705,0.9602587800369686,0.9647168059424328,0.9628667481662592,0.9624826308476148,0.0389375188650769,0.0352831940575673
EDRN,32,8,13,0.0141128818952263,0.2017903694739708,0.9851351351351352,0.9025069637883008,0.945140586797066,0.9420125989339364,0.0132810141865378,0.0974930362116991
EDRN,32,8,14,0.0177248059055553,0.1677552209450648,0.9364844903988184,0.9811203961621788,0.9578239608801956,0.9582829504232164,0.0648958647751282,0.0188796038378211
EDRN,32,8,15,0.0084035384576194,0.1417189710415326,0.9667081518357188,0.9616217889198392,0.964700488997555,0.9641582622187742,0.032297011771808,0.0383782110801609
EDRN,32,8,16,0.0033598219688428,0.1505011543631553,0.9692886242557192,0.957288765088208,0.9639364303178484,0.9632513235752104,0.029580440688198,0.042711234911792
EDRN,32,8,17,0.0019088804390496,0.1600795004230279,0.9569990850869168,0.9712163416898792,0.964242053789731,0.9640552995391704,0.0425596136432236,0.0287836583101207
EDRN,32,8,18,0.0013205312538607,0.1688250223031411,0.9655172413793104,0.9619312906220984,0.964242053789731,0.963720930232558,0.0335043766978569,0.0380687093779015
EDRN,32,8,19,0.0009564684141178,0.1748936027288437,0.961632903621854,0.9696688331785824,0.9659229828850856,0.9656341501001696,0.037730153939028,0.0303311668214175
EDRN,32,8,20,0.0007412994487262,0.1801246845951447,0.9590214067278288,0.9705973382853604,0.9650061124694376,0.964774650053838,0.040446725022638,0.0294026617146394
EDRN,32,8,21,0.0007021211086584,0.176494755423986,0.9624846248462484,0.9687403280718044,0.9659229828850856,0.9656023445935524,0.0368246302444913,0.0312596719281956
EDRN,32,8,22,0.0005346492395381,0.1905744144549736,0.9617268830373544,0.9721448467966574,0.967145476772616,0.9669078036016624,0.037730153939028,0.0278551532033426
EDRN,32,8,23,0.0003537015785905,0.2022743374109268,0.956561360874848,0.9746208604147324,0.9656173594132028,0.965506668710716,0.0431632961062481,0.0253791395852677
EDRN,32,8,24,9.17837272271964e-05,0.1932773406688983,0.9610190300798036,0.9690498297740636,0.9653117359413202,0.9650177222992756,0.0383338364020525,0.0309501702259362
EDRN,32,8,25,5.5935270875824455e-05,0.1982908678742555,0.965357253325085,0.96595481275147,0.9660757946210268,0.9656559405940596,0.0338062179293691,0.0340451872485298
EDRN,32,8,26,2.924782227007829e-05,0.2090108050749852,0.9625076828518746,0.9693593314763232,0.9662286063569682,0.9659213569776408,0.0368246302444913,0.0306406685236768
EDRN,32,8,27,2.171804848890483e-05,0.214749568930039,0.960220318237454,0.9712163416898792,0.9659229828850856,0.9656870287736576,0.0392393600965891,0.0287836583101207
EDRN,32,8,28,1.7512279463552168e-05,0.2163734562121904,0.9610309911015648,0.9693593314763232,0.9654645476772616,0.9651771956856704,0.0383338364020525,0.0306406685236768
EDRN,32,8,29,1.451873868063558e-05,0.218426743379006,0.9633733456448138,0.9687403280718044,0.9663814180929096,0.9660493827160492,0.0359191065499547,0.0312596719281956
EDRN,32,8,30,1.281831002695701e-05,0.2214045444360146,0.9636475662353666,0.9681213246672856,0.9662286063569682,0.9658792650918636,0.0356172653184425,0.0318786753327143
EDRN,32,8,31,1.083494218024638e-05,0.2231496962217184,0.964506172839506,0.9671928195605076,0.9662286063569682,0.965847627878226,0.0347117416239058,0.0328071804394924
EDRN,32,8,32,9.885262250883476e-06,0.2274055618506211,0.9622235872235873,0.9696688331785824,0.9662286063569682,0.9659318637274548,0.0371264714760036,0.0303311668214175
EDRN,32,8,33,9.49447312319325e-06,0.2293629233653728,0.9627921279212792,0.9690498297740636,0.9662286063569682,0.9659108437451795,0.0365227890129791,0.0309501702259362
EDRN,32,8,34,8.86427063033597e-06,0.2307747774399244,0.9639556377079482,0.968430826369545,0.9665342298288508,0.9661880500231588,0.0353154240869302,0.0315691736304549
EDRN,32,8,35,7.86668088564441e-06,0.2311769173695491,0.9645280690931524,0.9678118229650264,0.9665342298288508,0.9661671558782636,0.0347117416239058,0.0321881770349736
EDRN,32,8,36,7.632183492380416e-06,0.2336923319559831,0.9631336405529954,0.9702878365831012,0.9669926650366748,0.9666975023126736,0.0362209477814669,0.0297121634168987
EDRN,32,8,37,7.177654717557184e-06,0.2331022986998925,0.9639778325123152,0.9690498297740636,0.9668398533007336,0.9665071770334928,0.0353154240869302,0.0309501702259362
EDRN,32,8,38,6.717921314484206e-06,0.2341242707692659,0.9642637091805298,0.9687403280718044,0.9668398533007336,0.9664968349544544,0.035013582855418,0.0312596719281956
EDRN,32,8,39,6.433186978955956e-06,0.2351389435621408,0.9645717806531116,0.9690498297740636,0.967145476772616,0.9668056198857496,0.0347117416239058,0.0309501702259362
EDRN,32,8,40,6.295543836533678e-06,0.2372690049501565,0.9633846153846154,0.9690498297740636,0.9665342298288508,0.9662089183767936,0.0359191065499547,0.0309501702259362
EDRN,32,8,41,6.3586421237442455e-06,0.2371510496506324,0.9633846153846154,0.9690498297740636,0.9665342298288508,0.9662089183767936,0.0359191065499547,0.0309501702259362
EDRN,32,8,42,6.189033189667288e-06,0.2369155413829363,0.9633733456448138,0.9687403280718044,0.9663814180929096,0.9660493827160492,0.0359191065499547,0.0312596719281956
EDRN,32,8,43,5.81316204882289e-06,0.2370528773619578,0.9639778325123152,0.9690498297740636,0.9668398533007336,0.9665071770334928,0.0353154240869302,0.0309501702259362
EDRN,32,8,44,5.75083818323317e-06,0.2377882175720655,0.96398891966759,0.9693593314763232,0.9669926650366748,0.9666666666666668,0.0353154240869302,0.0306406685236768
EDRN,32,8,45,5.644258705545396e-06,0.2379247305484918,0.9633958781913258,0.9693593314763232,0.966687041564792,0.9663684048133292,0.0359191065499547,0.0306406685236768
EDRN,32,8,46,5.563166971602239e-06,0.2380935790447088,0.9633958781913258,0.9693593314763232,0.966687041564792,0.9663684048133292,0.0359191065499547,0.0306406685236768
EDRN,32,8,47,5.543761086703224e-06,0.2380645217803808,0.9633846153846154,0.9690498297740636,0.9665342298288508,0.9662089183767936,0.0359191065499547,0.0309501702259362
EDRN,32,8,48,5.549971674029691e-06,0.2381219359544607,0.9633846153846154,0.9690498297740636,0.9665342298288508,0.9662089183767936,0.0359191065499547,0.0309501702259362
EDRN,32,8,49,5.523354957404081e-06,0.2381338901244677,0.9633846153846154,0.9690498297740636,0.9665342298288508,0.9662089183767936,0.0359191065499547,0.0309501702259362
EDRN,32,8,50,5.653911942387752e-06,0.2381374148222116,0.9633846153846154,0.9690498297740636,0.9665342298288508,0.9662089183767936,0.0359191065499547,0.0309501702259362
EDRN,32,16,1,0.688911565221273,0.6867022743591895,0.6399456521739131,0.1457753017641597,0.5377444987775061,0.2374590370557096,0.0799879263507395,0.8542246982358404
EDRN,32,16,2,0.6849315728132541,0.6827967533698449,0.5649895178197065,0.3336428350355927,0.5441625916870416,0.419536874878381,0.2505282221551464,0.6663571649644073
EDRN,32,16,3,0.6761435029598383,0.6658851916973407,0.5794909627443747,0.4862271742494584,0.5721271393643031,0.5287781891618983,0.344099003923936,0.5137728257505416
EDRN,32,16,4,0.6099432981931247,0.4884549769071432,0.8127806563039723,0.7282575054162798,0.7830073349633252,0.7682011100228534,0.1635979474796257,0.2717424945837202
EDRN,32,16,5,0.3550456874072552,0.2778273236293059,0.8933671850206284,0.8712472918601052,0.8850855745721271,0.8821685991852084,0.1014186537881074,0.1287527081398947
EDRN,32,16,6,0.2091779118547072,0.1957265184475825,0.9476474486414844,0.8851748684617765,0.9191625916870416,0.9153464554328692,0.0476909145789314,0.1148251315382234
EDRN,32,16,7,0.1397370799229695,0.149127103961431,0.9321006365565324,0.9517177344475396,0.9419315403422984,0.9418070444104136,0.0676124358587383,0.0482822655524605
EDRN,32,16,8,0.1021205642475531,0.1243544576259759,0.9521590556073316,0.948622717424946,0.9511002444987776,0.9503875968992248,0.0464835496528825,0.0513772825750541
EDRN,32,16,9,0.0726738598448439,0.1139803597560295,0.9710703953712632,0.9350046425255338,0.954156479217604,0.9526963103122044,0.0271657108361002,0.0649953574744661
EDRN,32,16,10,0.0486196154513611,0.1032893113218821,0.964152119700748,0.957288765088208,0.961338630806846,0.9607081845006988,0.0347117416239058,0.042711234911792
EDRN,32,16,11,0.0342005375557794,0.1211047791517697,0.9525114155251142,0.968430826369545,0.9605745721271394,0.9604051565377532,0.047087232115907,0.0315691736304549
EDRN,32,16,12,0.0250650832536988,0.1189275681972503,0.9796577332902808,0.9390281646549056,0.9602689486552568,0.958912768647282,0.0190159975852701,0.0609718353450944
EDRN,32,16,13,0.0159198742431516,0.1231380122212263,0.9554140127388536,0.9749303621169916,0.965158924205379,0.9650735294117648,0.044370661032297,0.0250696378830083
EDRN,32,16,14,0.0075368892329816,0.1259370294327919,0.9644622991347342,0.96595481275147,0.9656173594132028,0.9652079789701562,0.0347117416239058,0.0340451872485298
EDRN,32,16,15,0.0041190047911816,0.1438914686441421,0.9584479071188512,0.97090683998762,0.9648533007334964,0.9646371463714636,0.0410504074856625,0.02909316001238
EDRN,32,16,16,0.0051134961899011,0.1401593725268657,0.963658761934093,0.968430826369545,0.9663814180929096,0.966038900895338,0.0356172653184425,0.0315691736304549
EDRN,32,16,17,0.0015677011011016,0.1485190448852685,0.9561910556738668,0.972763850201176,0.9645476772616136,0.964406259588831,0.0434651373377603,0.0272361497988238
